2014 Data
Order ID;Order Date;Shipping Date;Ship Mode;Customer ID;Product ID;Quantity;Purchasing Price;Planned Sales Price;Discount
CA-2014-158274;19/11/2014;24/11/2014;Second Class;RM-19675;TEC-PH-10004896;5;74.974999999999994;149.94999999999999;0.14000000000000001
CA-2014-158274;19/11/2014;24/11/2014;Second Class;RM-19675;TEC-AC-10002345;2;14.5;29;0.15
CA-2014-123260;26/8/2014;30/8/2014;Standard Class;FM-14290;TEC-AC-10002323;8;106.08;176.8;0.1
CA-2014-140004;21/3/2014;25/3/2014;Standard Class;CB-12025;OFF-AR-10004685;2;4.8152000000000008;7.4080000000000004;0.04
CA-2014-140004;21/3/2014;25/3/2014;Standard Class;CB-12025;OFF-AR-10004027;3;3.6288;6.048;0.08
CA-2014-133690;3/8/2014;5/8/2014;First Class;BS-11755;FUR-TA-10004289;2;120.31250000000001;218.75;0.06
CA-2014-133690;3/8/2014;5/8/2014;First Class;BS-11755;OFF-AP-10003622;1;1.56;2.6;0.06
US-2014-156216;13/9/2014;17/9/2014;Standard Class;EA-14035;OFF-BI-10001679;7;11.188800000000002;18.648000000000003;0.08
CA-2014-131926;1/6/2014;6/6/2014;Second Class;DW-13480;FUR-CH-10004063;7;1000.9300000000001;2001.8600000000001;0.08
CA-2014-131926;1/6/2014;6/6/2014;Second Class;DW-13480;OFF-ST-10002276;2;108.36800000000001;166.72;0.09
CA-2014-131926;1/6/2014;6/6/2014;Second Class;DW-13480;OFF-PA-10004082;6;28.728000000000002;47.88;0.070000000000000007
CA-2014-131926;1/6/2014;6/6/2014;Second Class;DW-13480;OFF-AP-10002945;5;1052.2749999999999;1503.25;0.05
CA-2014-131926;1/6/2014;6/6/2014;Second Class;DW-13480;OFF-PA-10000061;4;18.143999999999998;25.92;0.06
US-2014-106992;19/9/2014;21/9/2014;Second Class;SB-20290;TEC-MA-10000822;3;1835.9892;3059.982;0.02
US-2014-106992;19/9/2014;21/9/2014;Second Class;SB-20290;TEC-MA-10003353;7;1259.9789999999998;2519.9579999999996;0.03
CA-2014-111451;26/12/2014;28/12/2014;First Class;KL-16555;FUR-FU-10004091;8;150.208;300.416;0.09
CA-2014-111451;26/12/2014;28/12/2014;First Class;KL-16555;FUR-CH-10001891;3;115.17600000000002;230.35200000000003;0.070000000000000007
CA-2014-111451;26/12/2014;28/12/2014;First Class;KL-16555;FUR-FU-10002918;3;141.92880000000002;218.35200000000003;0.05
CA-2014-111451;26/12/2014;28/12/2014;First Class;KL-16555;OFF-BI-10004593;5;47.160000000000004;78.600000000000009;0.06
CA-2014-111451;26/12/2014;28/12/2014;First Class;KL-16555;OFF-FA-10004854;3;19.2864;27.552000000000003;0.06
CA-2014-130960;30/12/2014;4/1/2015;Standard Class;KB-16600;OFF-AR-10003651;3;6.3959999999999999;9.84;0.06
CA-2014-111003;1/6/2014;6/6/2014;Standard Class;CR-12625;OFF-BI-10001072;3;27.288;45.480000000000004;0.03
CA-2014-111003;1/6/2014;6/6/2014;Standard Class;CR-12625;OFF-AR-10002135;6;202.44000000000003;289.20000000000005;0
CA-2014-120887;27/9/2014;3/10/2014;Standard Class;TS-21205;FUR-FU-10001588;3;43.769999999999996;87.539999999999992;0.05
CA-2014-167850;9/8/2014;16/8/2014;Standard Class;AG-10525;TEC-PH-10002398;2;89.192000000000007;178.38400000000001;0.05
CA-2014-167850;9/8/2014;16/8/2014;Standard Class;AG-10525;OFF-PA-10001937;3;10.108800000000002;15.552000000000003;0.05
CA-2014-164259;28/12/2014;30/12/2014;First Class;SP-20860;OFF-AR-10003373;4;59.4816;99.13600000000001;0.05
CA-2014-164973;4/11/2014;9/11/2014;Standard Class;NM-18445;FUR-CH-10002602;1;95.117400000000004;135.88200000000001;0.05
CA-2014-164973;4/11/2014;9/11/2014;Standard Class;NM-18445;TEC-MA-10002927;2;2794.386;3991.98;0.05
CA-2014-164973;4/11/2014;9/11/2014;Standard Class;NM-18445;TEC-PH-10004093;6;179.36100000000002;275.94;0.05
CA-2014-164973;4/11/2014;9/11/2014;Standard Class;NM-18445;TEC-AC-10000892;4;216;360;0.05
CA-2014-164973;4/11/2014;9/11/2014;Standard Class;NM-18445;OFF-ST-10002974;1;23.963500000000003;43.57;0.05
CA-2014-156601;19/9/2014;24/9/2014;Standard Class;FA-14230;OFF-FA-10000624;2;4.2960000000000003;7.16;0.05
CA-2014-129924;12/7/2014;17/7/2014;Standard Class;AC-10420;OFF-BI-10003314;2;5.3984000000000005;7.7120000000000006;0.08
CA-2014-129924;12/7/2014;17/7/2014;Standard Class;AC-10420;FUR-TA-10004575;3;488.84640000000002;698.35200000000009;0.09
CA-2014-122336;13/4/2014;17/4/2014;Second Class;JD-15895;OFF-AR-10000122;4;10.713600000000001;17.856000000000002;0.08
CA-2014-122336;13/4/2014;17/4/2014;Second Class;JD-15895;OFF-BI-10003656;10;280.48350000000005;509.97000000000008;0.09
CA-2014-122336;13/4/2014;17/4/2014;Second Class;JD-15895;OFF-FA-10002780;13;18.595199999999998;30.991999999999997;0.070000000000000007
CA-2014-122336;13/4/2014;17/4/2014;Second Class;JD-15895;TEC-PH-10000702;12;35.963999999999999;71.927999999999997;0.05
CA-2014-123344;24/9/2014;29/9/2014;Standard Class;JD-16060;OFF-ST-10001713;4;137.774;211.96;0.05
US-2014-119137;23/7/2014;27/7/2014;Standard Class;AG-10900;OFF-BI-10001982;5;4.8960000000000008;8.1600000000000019;0.09
US-2014-119137;23/7/2014;27/7/2014;Standard Class;AG-10900;TEC-AC-10003911;8;511.96800000000007;1023.9360000000001;0.09
US-2014-119137;23/7/2014;27/7/2014;Standard Class;AG-10900;OFF-AR-10000658;1;4.62;9.24;0.08
US-2014-119137;23/7/2014;27/7/2014;Standard Class;AG-10900;TEC-AC-10002076;10;311.37600000000003;479.04;0.08
US-2014-135972;21/9/2014;23/9/2014;Second Class;JG-15115;TEC-PH-10003012;2;135.51120000000003;246.38400000000001;0.09
US-2014-135972;21/9/2014;23/9/2014;Second Class;JG-15115;TEC-CO-10002313;3;1079.982;1799.97;0.070000000000000007
US-2014-134971;7/6/2014;10/6/2014;Second Class;BP-11095;OFF-BI-10003982;3;6.2309999999999981;12.461999999999996;0.05
CA-2014-113166;24/12/2014;26/12/2014;First Class;LF-17185;OFF-PA-10001947;2;5.740800000000001;9.5680000000000014;0.08
CA-2014-155208;16/4/2014;20/4/2014;Standard Class;SP-20650;OFF-AR-10003478;6;19.536000000000001;39.072000000000003;0.06
CA-2014-142048;22/6/2014;25/6/2014;First Class;JE-15745;TEC-AC-10004114;6;108.21360000000001;196.75200000000001;0.070000000000000007
CA-2014-101476;12/9/2014;13/9/2014;First Class;SD-20485;TEC-MA-10000029;1;48.992999999999995;69.989999999999995;0.070000000000000007
US-2014-150574;19/12/2014;25/12/2014;Standard Class;MK-18160;OFF-BI-10000773;2;2.4060000000000001;4.8120000000000003;0.08
US-2014-150574;19/12/2014;25/12/2014;Standard Class;MK-18160;TEC-AC-10002600;5;161.07000000000002;247.8;0.09
US-2014-110674;12/2/2014;18/2/2014;Standard Class;SC-20095;FUR-CH-10000225;2;77.740800000000007;129.56800000000001;0.03
CA-2014-144666;9/11/2014;11/11/2014;Second Class;JP-15520;OFF-ST-10002743;3;187.50600000000003;340.92;0.09
CA-2014-144666;9/11/2014;11/11/2014;Second Class;JP-15520;FUR-BO-10001601;2;133.59959999999998;222.66599999999997;0.09
CA-2014-144666;9/11/2014;11/11/2014;Second Class;JP-15520;TEC-PH-10002680;4;351.98400000000004;703.96800000000007;0.08
CA-2014-144666;9/11/2014;11/11/2014;Second Class;JP-15520;OFF-ST-10001321;6;46.26;92.52;0.08
CA-2014-144666;9/11/2014;11/11/2014;Second Class;JP-15520;OFF-PA-10001509;7;40.722499999999997;62.649999999999991;0.070000000000000007
CA-2014-144666;9/11/2014;11/11/2014;Second Class;JP-15520;OFF-PA-10003465;5;56.91;94.85;0.070000000000000007
CA-2014-134677;6/10/2014;10/10/2014;Standard Class;XP-21865;TEC-AC-10001445;3;4.9995000000000003;9.09;0.06
CA-2014-127691;22/7/2014;27/7/2014;Standard Class;EM-14065;OFF-AR-10002053;2;3.5760000000000001;5.96;0.08
CA-2014-127691;22/7/2014;27/7/2014;Standard Class;EM-14065;TEC-AC-10002567;2;79.989999999999995;159.97999999999999;0.08
CA-2014-154627;29/10/2014;31/10/2014;First Class;SA-20830;TEC-PH-10001363;6;1915.1664000000001;2735.9520000000002;0.09
CA-2014-133753;9/6/2014;13/6/2014;Second Class;CW-11905;TEC-PH-10000376;1;5.5944000000000003;7.9920000000000009;0.070000000000000007
CA-2014-133753;9/6/2014;13/6/2014;Second Class;CW-11905;TEC-AC-10000303;2;41.589600000000004;63.984000000000009;0.05
CA-2014-133753;9/6/2014;13/6/2014;Second Class;CW-11905;OFF-AR-10001953;2;42.220799999999997;70.367999999999995;0.06
CA-2014-113362;14/9/2014;19/9/2014;Standard Class;AJ-10960;OFF-ST-10001809;5;247.0325;449.15;0.06
CA-2014-113362;14/9/2014;19/9/2014;Standard Class;AJ-10960;OFF-EN-10003845;3;6.6420000000000003;11.07;0.06
CA-2014-140795;1/2/2014;3/2/2014;First Class;BD-11500;TEC-AC-10001432;6;281.34000000000003;468.90000000000003;0.05
CA-2014-103849;11/5/2014;16/5/2014;Standard Class;PG-18895;TEC-AC-10001465;2;29.056000000000001;58.112000000000002;0.05
CA-2014-103849;11/5/2014;16/5/2014;Standard Class;PG-18895;TEC-PH-10002597;1;50.396000000000001;100.792;0.08
CA-2014-103849;11/5/2014;16/5/2014;Standard Class;PG-18895;FUR-FU-10000723;4;42.972800000000007;66.112000000000009;0.08
CA-2014-155852;3/3/2014;7/3/2014;Second Class;AJ-10945;OFF-AR-10003560;4;12.646400000000002;19.456000000000003;0.05
CA-2014-145576;14/9/2014;18/9/2014;Second Class;CA-12775;OFF-AP-10003914;5;7.15;13;0.05
CA-2014-145576;14/9/2014;18/9/2014;Second Class;CA-12775;FUR-FU-10004020;3;7.8767999999999994;13.128;0.05
CA-2014-135405;9/1/2014;13/1/2014;Standard Class;MS-17830;OFF-AR-10004078;2;5.6063999999999998;9.3439999999999994;0.08
CA-2014-135405;9/1/2014;13/1/2014;Standard Class;MS-17830;TEC-AC-10001266;3;15.600000000000001;31.200000000000003;0.06
CA-2014-131450;8/8/2014;15/8/2014;Standard Class;LR-16915;OFF-AP-10004708;2;38.06;76.12;0.03
CA-2014-131450;8/8/2014;15/8/2014;Standard Class;LR-16915;TEC-CO-10004115;3;779.98440000000005;1199.9760000000001;0
CA-2014-131450;8/8/2014;15/8/2014;Standard Class;LR-16915;TEC-PH-10002398;5;267.57600000000002;445.96000000000004;0.05
CA-2014-131450;8/8/2014;15/8/2014;Standard Class;LR-16915;FUR-FU-10001979;8;229.43199999999999;327.76;0
CA-2014-149958;15/3/2014;19/3/2014;Standard Class;AS-10240;OFF-ST-10001490;1;85.665599999999998;142.77600000000001;0.05
CA-2014-149958;15/3/2014;19/3/2014;Standard Class;AS-10240;FUR-FU-10001756;3;22.847999999999999;45.695999999999998;0.05
CA-2014-149958;15/3/2014;19/3/2014;Standard Class;AS-10240;OFF-BI-10000773;3;3.609;7.218;0.05
CA-2014-149958;15/3/2014;19/3/2014;Standard Class;AS-10240;OFF-BI-10001543;4;28.072200000000006;43.188000000000009;0.05
CA-2014-149958;15/3/2014;19/3/2014;Standard Class;AS-10240;OFF-PA-10002120;3;79.142399999999995;131.904;0.05
US-2014-105767;23/5/2014;27/5/2014;Standard Class;AR-10510;OFF-BI-10000848;2;2.2974000000000001;3.2820000000000005;0.05
US-2014-105767;23/5/2014;27/5/2014;Standard Class;AR-10510;OFF-AR-10001246;9;14.817599999999999;21.167999999999999;0.05
US-2014-105767;23/5/2014;27/5/2014;Standard Class;AR-10510;TEC-PH-10003092;2;35.872199999999999;55.188000000000002;0.05
US-2014-111171;26/12/2014;31/12/2014;Standard Class;CA-12265;OFF-BI-10002103;5;4.7794999999999987;8.6899999999999977;0.06
CA-2014-156314;24/12/2014;26/12/2014;First Class;RP-19390;FUR-FU-10003096;5;21.251999999999999;30.36;0.06
CA-2014-157784;5/7/2014;8/7/2014;First Class;MC-17845;TEC-AC-10003911;3;311.98050000000001;479.97;0.05
CA-2014-157784;5/7/2014;8/7/2014;First Class;MC-17845;OFF-LA-10001934;2;8.7719999999999985;14.62;0.08
CA-2014-157784;5/7/2014;8/7/2014;First Class;MC-17845;OFF-PA-10000304;3;13.608000000000001;19.440000000000001;0.08
US-2014-117135;21/6/2014;23/6/2014;Second Class;NP-18325;FUR-FU-10004071;1;67.606500000000011;104.01;0.03
US-2014-117135;21/6/2014;23/6/2014;Second Class;NP-18325;TEC-PH-10002033;1;170.892;284.82;0
US-2014-117135;21/6/2014;23/6/2014;Second Class;NP-18325;OFF-ST-10002444;3;20.262;36.839999999999996;0.05
CA-2014-138527;12/9/2014;17/9/2014;Standard Class;BN-11470;OFF-PA-10001800;2;5.1840000000000011;10.368000000000002;0.05
CA-2014-138527;12/9/2014;17/9/2014;Standard Class;BN-11470;OFF-AP-10001469;5;108.44600000000001;166.84;0.05
CA-2014-138527;12/9/2014;17/9/2014;Standard Class;BN-11470;TEC-AC-10002399;1;9.1295999999999999;15.216000000000001;0.05
CA-2014-112158;2/12/2014;4/12/2014;First Class;DP-13165;TEC-AC-10003628;4;83.971999999999994;119.96;0.070000000000000007
CA-2014-112158;2/12/2014;4/12/2014;First Class;DP-13165;FUR-BO-10003272;5;618.74399999999991;883.92;0.09
CA-2014-112158;2/12/2014;4/12/2014;First Class;DP-13165;OFF-BI-10000050;8;30.367999999999999;46.72;0.09
CA-2014-113887;5/4/2014;7/4/2014;First Class;TH-21550;OFF-PA-10004071;1;33.287999999999997;55.48;0.08
CA-2014-153150;1/7/2014;6/7/2014;Second Class;Dl-13600;OFF-BI-10003355;5;12.948000000000002;19.920000000000002;0.070000000000000007
CA-2014-130092;11/1/2014;14/1/2014;First Class;SV-20365;FUR-FU-10000010;2;5.9639999999999995;9.94;0.06
CA-2014-104472;2/6/2014;7/6/2014;Standard Class;CK-12325;OFF-BI-10001658;3;41.865600000000001;59.808000000000007;0.06
CA-2014-104472;2/6/2014;7/6/2014;Standard Class;CK-12325;FUR-FU-10000246;6;47.658000000000008;73.320000000000007;0.08
CA-2014-117429;7/10/2014;13/10/2014;Standard Class;MR-17545;FUR-FU-10000222;5;64.959999999999994;129.91999999999999;0.08
CA-2014-132500;8/9/2014;12/9/2014;Standard Class;GZ-14470;TEC-AC-10001383;2;34.985999999999997;49.98;0
CA-2014-112326;4/1/2014;8/1/2014;Standard Class;PO-19195;OFF-LA-10003223;3;7.6596000000000011;11.784000000000001;0.05
CA-2014-112326;4/1/2014;8/1/2014;Standard Class;PO-19195;OFF-ST-10002743;3;163.64159999999998;272.73599999999999;0
CA-2014-112326;4/1/2014;8/1/2014;Standard Class;PO-19195;OFF-BI-10004094;2;1.9469999999999996;3.5399999999999991;0.02
CA-2014-124429;27/5/2014;27/5/2014;Same Day;MH-17785;FUR-TA-10002607;10;340.27199999999999;567.12;0.05
CA-2014-124429;27/5/2014;27/5/2014;Same Day;MH-17785;OFF-ST-10001809;4;251.52399999999997;359.32;0.05
CA-2014-106803;29/12/2014;2/1/2015;Standard Class;DC-13285;OFF-ST-10002444;2;14.735999999999999;24.56;0.09
CA-2014-106803;29/12/2014;2/1/2015;Standard Class;DC-13285;TEC-AC-10001267;4;83.86;119.8;0.08
CA-2014-162775;13/1/2014;15/1/2014;Second Class;CS-12250;OFF-EN-10001990;2;5.68;11.36;0.06
CA-2014-162775;13/1/2014;15/1/2014;Second Class;CS-12250;OFF-EN-10001532;3;25.47;50.94;0.06
CA-2014-162775;13/1/2014;15/1/2014;Second Class;CS-12250;TEC-AC-10003174;6;420.38100000000003;646.74;0.06
CA-2014-162775;13/1/2014;15/1/2014;Second Class;CS-12250;OFF-BI-10004187;3;3.3839999999999999;5.64;0.08
CA-2014-162775;13/1/2014;15/1/2014;Second Class;CS-12250;OFF-ST-10000025;6;400.80599999999998;572.58000000000004;0.08
CA-2014-106810;14/5/2014;20/5/2014;Standard Class;AJ-10795;FUR-FU-10004306;2;217.61600000000001;310.88000000000005;0.09
CA-2014-165974;29/6/2014;6/7/2014;Standard Class;DL-12865;OFF-AR-10003405;7;19.655999999999999;32.76;0.06
CA-2014-156433;20/9/2014;26/9/2014;Standard Class;ES-14020;OFF-LA-10001569;2;4.9800000000000004;9.9600000000000009;0.05
CA-2014-156433;20/9/2014;26/9/2014;Standard Class;ES-14020;OFF-PA-10003724;4;10.86;21.72;0.05
CA-2014-134313;1/11/2014;7/11/2014;Standard Class;RA-19915;OFF-AR-10001897;3;28.064400000000003;43.176000000000002;0.08
CA-2014-134313;1/11/2014;7/11/2014;Standard Class;RA-19915;TEC-PH-10001795;4;1190.3807999999999;1983.9680000000001;0.070000000000000007
CA-2014-151995;13/10/2014;15/10/2014;First Class;ZC-21910;OFF-AR-10003190;4;7.4879999999999995;11.52;0.070000000000000007
CA-2014-151995;13/10/2014;15/10/2014;First Class;ZC-21910;FUR-TA-10002903;5;779.13;1298.55;0.06
CA-2014-151995;13/10/2014;15/10/2014;First Class;ZC-21910;OFF-AP-10000240;4;117.65600000000001;213.92;0.06
CA-2014-151995;13/10/2014;15/10/2014;First Class;ZC-21910;TEC-AC-10001101;2;15.468;25.78;0.06
CA-2014-140858;28/6/2014;2/7/2014;Standard Class;CA-12775;OFF-PA-10000304;8;29.030400000000004;41.472000000000008;0.08
CA-2014-140858;28/6/2014;2/7/2014;Standard Class;CA-12775;OFF-BI-10003094;3;2.2176000000000005;3.168000000000001;0.09
CA-2014-140858;28/6/2014;2/7/2014;Standard Class;CA-12775;FUR-CH-10001394;5;798.50225;1228.4649999999999;0.070000000000000007
CA-2014-140858;28/6/2014;2/7/2014;Standard Class;CA-12775;OFF-BI-10004230;3;18.651600000000002;31.086000000000006;0.05
CA-2014-140858;28/6/2014;2/7/2014;Standard Class;CA-12775;OFF-PA-10003395;4;184.536;335.52;0.06
US-2014-102071;9/5/2014;15/5/2014;Standard Class;PG-18820;TEC-AC-10003441;4;33.9;67.8;0.05
US-2014-102071;9/5/2014;15/5/2014;Standard Class;PG-18820;TEC-AC-10000109;3;109.18050000000001;167.97;0.05
US-2014-115987;8/9/2014;13/9/2014;Second Class;LH-17020;OFF-BI-10001071;4;30.710399999999989;51.183999999999983;0.03
CA-2014-107755;7/2/2014;12/2/2014;Standard Class;CK-12760;TEC-AC-10000710;7;74.984000000000009;115.36;0.09
CA-2014-125612;3/8/2014;8/8/2014;Standard Class;BK-11260;OFF-PA-10001019;2;25.974;39.96;0.08
CA-2014-125612;3/8/2014;8/8/2014;Standard Class;BK-11260;OFF-SU-10002537;10;61.38;102.30000000000001;0.070000000000000007
CA-2014-125612;3/8/2014;8/8/2014;Standard Class;BK-11260;OFF-ST-10003221;2;14.951999999999998;21.36;0.06
CA-2014-133851;9/6/2014;16/6/2014;Standard Class;CM-12445;OFF-SU-10001225;2;4.4160000000000004;7.36;0.08
CA-2014-133851;9/6/2014;16/6/2014;Standard Class;CM-12445;OFF-AR-10003752;2;12.705000000000002;23.1;0.08
CA-2014-149020;10/1/2014;15/1/2014;Standard Class;AJ-10780;OFF-LA-10004272;1;1.8785000000000001;2.89;0.09
CA-2014-149020;10/1/2014;15/1/2014;Standard Class;AJ-10780;FUR-FU-10000965;1;31.163999999999998;51.94;0.070000000000000007
CA-2014-136742;6/4/2014;10/4/2014;Standard Class;GP-14740;OFF-BI-10003719;6;31.437000000000005;44.910000000000011;0.06
CA-2014-148488;10/12/2014;15/12/2014;Standard Class;SM-20005;OFF-PA-10004470;2;6.8159999999999998;11.36;0.05
CA-2014-148488;10/12/2014;15/12/2014;Standard Class;SM-20005;OFF-BI-10000315;7;53.171999999999997;106.34399999999999;0.04
US-2014-158638;17/9/2014;21/9/2014;Standard Class;AG-10765;OFF-BI-10003712;4;4.1244000000000005;5.8920000000000012;0.03
CA-2014-134061;29/4/2014;4/5/2014;Standard Class;LL-16840;FUR-FU-10001424;2;8.73;17.46;0.03
CA-2014-104976;9/12/2014;16/12/2014;Standard Class;CK-12760;OFF-PA-10003845;6;24.276;34.68;0.05
CA-2014-144407;9/9/2014;15/9/2014;Standard Class;MS-17365;OFF-LA-10003923;7;72.52;103.60000000000001;0.09
US-2014-141215;15/6/2014;21/6/2014;Standard Class;KL-16555;FUR-TA-10001520;2;64.946700000000007;99.918000000000006;0.06
US-2014-141215;15/6/2014;21/6/2014;Standard Class;KL-16555;FUR-CH-10003379;4;478.76639999999998;797.94399999999996;0.06
US-2014-141215;15/6/2014;21/6/2014;Standard Class;KL-16555;OFF-BI-10002706;3;5.9975999999999985;8.5679999999999978;0.06
CA-2014-138296;5/12/2014;12/12/2014;Standard Class;RC-19825;OFF-ST-10002444;2;14.735999999999999;24.56;0.04
CA-2014-132962;13/9/2014;16/9/2014;First Class;JM-15535;OFF-PA-10003543;3;10.108800000000002;15.552000000000003;0.03
CA-2014-132962;13/9/2014;16/9/2014;First Class;JM-15535;TEC-AC-10004353;5;151.20000000000002;252.00000000000003;0
CA-2014-127488;22/9/2014;24/9/2014;Second Class;MS-17365;OFF-LA-10001613;2;2.3039999999999998;4.6079999999999997;0.06
CA-2014-115791;16/1/2014;18/1/2014;Second Class;DL-13315;FUR-FU-10001095;6;76.2624;127.10400000000001;0.08
CA-2014-115791;16/1/2014;18/1/2014;Second Class;DL-13315;TEC-PH-10004614;3;68.31;124.19999999999999;0.06
CA-2014-115791;16/1/2014;18/1/2014;Second Class;DL-13315;OFF-BI-10001575;2;11.152800000000003;18.588000000000005;0.03
CA-2014-115791;16/1/2014;18/1/2014;Second Class;DL-13315;OFF-LA-10001074;3;15.036000000000001;30.072000000000003;0
CA-2014-163419;11/11/2014;14/11/2014;Second Class;TZ-21580;OFF-AR-10000034;1;1.8656000000000004;3.3920000000000003;0.05
CA-2014-163419;11/11/2014;14/11/2014;Second Class;TZ-21580;TEC-PH-10000560;2;335.99040000000002;559.98400000000004;0.05
CA-2014-163419;11/11/2014;14/11/2014;Second Class;TZ-21580;FUR-CH-10000665;5;301.95999999999998;603.91999999999996;0.05
CA-2014-117639;21/5/2014;25/5/2014;Standard Class;MW-18235;OFF-BI-10003925;7;1357.9650000000001;2715.9300000000003;0.070000000000000007
CA-2014-117639;21/5/2014;25/5/2014;Standard Class;MW-18235;TEC-PH-10001530;3;401.68050000000005;617.97;0.070000000000000007
